"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","908","Login succes and data correct","firefox","Tue Apr 28 07:39:51 UTC 2026","passed","Tue Apr 28 07:39:52 UTC 2026","","login.spec.ts","",""
"","1667","remove 4 item from 4 cart success","webkit","Tue Apr 28 07:40:00 UTC 2026","passed","Tue Apr 28 07:40:02 UTC 2026","","cart.spec.ts","",""
"","1348","add multiple items success","webkit","Tue Apr 28 07:40:08 UTC 2026","passed","Tue Apr 28 07:40:10 UTC 2026","","inventory.spec.ts","",""
"","377","should fetch product list successfully","firefox","Tue Apr 28 07:39:41 UTC 2026","passed","Tue Apr 28 07:39:42 UTC 2026","API Testing","api-tests.spec.ts","",""
"","759","remove 4 item from 4 cart success","chromium","Tue Apr 28 07:39:36 UTC 2026","passed","Tue Apr 28 07:39:36 UTC 2026","","cart.spec.ts","",""
"","447","Should return 404","chromium","Tue Apr 28 07:39:35 UTC 2026","passed","Tue Apr 28 07:39:35 UTC 2026","API Testing","api-tests.spec.ts","",""
"","383","should fetch product list successfully","webkit","Tue Apr 28 07:39:55 UTC 2026","passed","Tue Apr 28 07:39:55 UTC 2026","API Testing","api-tests.spec.ts","",""
"","497","Login succes and data correct","chromium","Tue Apr 28 07:39:39 UTC 2026","passed","Tue Apr 28 07:39:40 UTC 2026","","login.spec.ts","",""
"","340","Should return 404","firefox","Tue Apr 28 07:39:42 UTC 2026","passed","Tue Apr 28 07:39:42 UTC 2026","API Testing","api-tests.spec.ts","",""
"","453","Login fail and data loked","chromium","Tue Apr 28 07:39:40 UTC 2026","passed","Tue Apr 28 07:39:41 UTC 2026","","login.spec.ts","",""
"","1026","has title","webkit","Tue Apr 28 07:40:04 UTC 2026","passed","Tue Apr 28 07:40:05 UTC 2026","","example.spec.ts","",""
"","1239","add item once success","webkit","Tue Apr 28 07:40:07 UTC 2026","passed","Tue Apr 28 07:40:08 UTC 2026","","inventory.spec.ts","",""
