"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","629","add item once success","mobile-android","Wed Apr 29 10:52:32 UTC 2026","passed","Wed Apr 29 10:52:33 UTC 2026","","inventory.spec.ts","",""
"","477","add item once success","chromium","Wed Apr 29 10:51:38 UTC 2026","passed","Wed Apr 29 10:51:39 UTC 2026","","inventory.spec.ts","",""
"","367","should fetch product list successfully","webkit","Wed Apr 29 10:51:56 UTC 2026","passed","Wed Apr 29 10:51:56 UTC 2026","API Testing","api-tests.spec.ts","",""
"","368","should fetch product list successfully","mobile-android","Wed Apr 29 10:52:27 UTC 2026","passed","Wed Apr 29 10:52:28 UTC 2026","API Testing","api-tests.spec.ts","",""
"","1134","get started link","firefox","Wed Apr 29 10:51:48 UTC 2026","passed","Wed Apr 29 10:51:50 UTC 2026","","example.spec.ts","",""
"","370","should fetch product list successfully","mobile-safari","Wed Apr 29 10:52:13 UTC 2026","passed","Wed Apr 29 10:52:13 UTC 2026","API Testing","api-tests.spec.ts","",""
"","530","Login fail and data incorrect","mobile-android","Wed Apr 29 10:52:34 UTC 2026","passed","Wed Apr 29 10:52:35 UTC 2026","","login.spec.ts","",""
"","1002","Login succes and data correct","mobile-safari","Wed Apr 29 10:52:24 UTC 2026","passed","Wed Apr 29 10:52:25 UTC 2026","","login.spec.ts","",""
"","931","Login fail and data incorrect","mobile-safari","Wed Apr 29 10:52:25 UTC 2026","passed","Wed Apr 29 10:52:26 UTC 2026","","login.spec.ts","",""
"","505","Login fail and data loked","mobile-android","Wed Apr 29 10:52:35 UTC 2026","passed","Wed Apr 29 10:52:35 UTC 2026","","login.spec.ts","",""
"","1692","remove 4 item from 4 cart success","firefox","Wed Apr 29 10:51:45 UTC 2026","passed","Wed Apr 29 10:51:46 UTC 2026","","cart.spec.ts","",""
"","1121","add item once success","mobile-safari","Wed Apr 29 10:52:21 UTC 2026","passed","Wed Apr 29 10:52:22 UTC 2026","","inventory.spec.ts","",""
"","652","has title","mobile-android","Wed Apr 29 10:52:31 UTC 2026","passed","Wed Apr 29 10:52:31 UTC 2026","","example.spec.ts","",""
"","1453","add multiple items success","webkit","Wed Apr 29 10:52:08 UTC 2026","passed","Wed Apr 29 10:52:09 UTC 2026","","inventory.spec.ts","",""
"","332","Should return 404","mobile-safari","Wed Apr 29 10:52:13 UTC 2026","passed","Wed Apr 29 10:52:14 UTC 2026","API Testing","api-tests.spec.ts","",""
"","1166","add multiple items success","firefox","Wed Apr 29 10:51:51 UTC 2026","passed","Wed Apr 29 10:51:52 UTC 2026","","inventory.spec.ts","",""
"","391","should fetch product list successfully","chromium","Wed Apr 29 10:51:34 UTC 2026","passed","Wed Apr 29 10:51:34 UTC 2026","API Testing","api-tests.spec.ts","",""
"","1124","authenticate","setup","Wed Apr 29 10:51:32 UTC 2026","passed","Wed Apr 29 10:51:33 UTC 2026","","auth.setup.ts","",""
"","1028","remove 4 item from 4 cart success","mobile-android","Wed Apr 29 10:52:29 UTC 2026","passed","Wed Apr 29 10:52:30 UTC 2026","","cart.spec.ts","",""
"","1487","get started link","mobile-safari","Wed Apr 29 10:52:20 UTC 2026","passed","Wed Apr 29 10:52:21 UTC 2026","","example.spec.ts","",""
"","1427","check out success","mobile-safari","Wed Apr 29 10:52:17 UTC 2026","passed","Wed Apr 29 10:52:19 UTC 2026","","checkout.spec.ts","",""
"","979","has title","mobile-safari","Wed Apr 29 10:52:19 UTC 2026","passed","Wed Apr 29 10:52:20 UTC 2026","","example.spec.ts","",""
"","668","remove 1 item from add 1 success","mobile-android","Wed Apr 29 10:52:28 UTC 2026","passed","Wed Apr 29 10:52:29 UTC 2026","","cart.spec.ts","",""
"","1012","add item once success","firefox","Wed Apr 29 10:51:50 UTC 2026","passed","Wed Apr 29 10:51:51 UTC 2026","","inventory.spec.ts","",""
"","730","add multiple items success","mobile-android","Wed Apr 29 10:52:33 UTC 2026","passed","Wed Apr 29 10:52:33 UTC 2026","","inventory.spec.ts","",""
"","532","Login succes and data correct","chromium","Wed Apr 29 10:51:40 UTC 2026","passed","Wed Apr 29 10:51:40 UTC 2026","","login.spec.ts","",""
"","872","Login fail and data loked","firefox","Wed Apr 29 10:51:54 UTC 2026","passed","Wed Apr 29 10:51:55 UTC 2026","","login.spec.ts","",""
"","1134","has title","webkit","Wed Apr 29 10:52:03 UTC 2026","passed","Wed Apr 29 10:52:04 UTC 2026","","example.spec.ts","",""
"","1351","add item once success","webkit","Wed Apr 29 10:52:06 UTC 2026","passed","Wed Apr 29 10:52:08 UTC 2026","","inventory.spec.ts","",""
"","1480","check out success","webkit","Wed Apr 29 10:52:01 UTC 2026","passed","Wed Apr 29 10:52:03 UTC 2026","","checkout.spec.ts","",""
"","952","Login fail and data loked","mobile-safari","Wed Apr 29 10:52:26 UTC 2026","passed","Wed Apr 29 10:52:27 UTC 2026","","login.spec.ts","",""
"","1014","remove 4 item from 4 cart success","chromium","Wed Apr 29 10:51:36 UTC 2026","passed","Wed Apr 29 10:51:37 UTC 2026","","cart.spec.ts","",""
"","783","check out success","chromium","Wed Apr 29 10:51:37 UTC 2026","passed","Wed Apr 29 10:51:37 UTC 2026","","checkout.spec.ts","",""
"","563","get started link","chromium","Wed Apr 29 10:51:38 UTC 2026","passed","Wed Apr 29 10:51:38 UTC 2026","","example.spec.ts","",""
"","472","Login fail and data loked","chromium","Wed Apr 29 10:51:41 UTC 2026","passed","Wed Apr 29 10:51:41 UTC 2026","","login.spec.ts","",""
"","1480","add multiple items success","mobile-safari","Wed Apr 29 10:52:22 UTC 2026","passed","Wed Apr 29 10:52:24 UTC 2026","","inventory.spec.ts","",""
